Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo municipioINE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;Nº Registro;Entidad Titular;Entidad Gestora;Naturaleza;email;Web;Sector;Tipo;Subtipo;Plazas;Latitud;Longitud;Director;Posicion
CENTRO DE DIA PERSONAS MAYORES DE LAGUNA DE DUERO;2022-11-07;CAÑADA DE LA ARBOLADA S/N;47;47076;VALLADOLID;LAGUNA DE DUERO;47140;LAGUNA DE DUERO;983 540612;;470312;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.5754097;-4.709783;;41.5754097, -4.709783
VIVIENDA SAN JUAN DE DIOS 1;2021-10-13;CALLE MIGUEL DE CERVANTES 20;47;47076;VALLADOLID;LAGUNA DE DUERO;47140;LAGUNA DE DUERO;983 544282;;470279;CENTRO SAN JUAN DE DIOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 7;41.5778176;-4.7250762;RAÚL RUIZ LÓPEZ;41.5778176, -4.7250762
VIVIENDA COMUNITARIA III;2023-05-05;CALLE PORMA 5;47;47076;VALLADOLID;LAGUNA DE DUERO;47140;LAGUNA DE DUERO;983 540660;983 475395;470814;FUNDACIÓN PERSONAS;;FUNDACIÓN;teresa.lopez@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 7;41.5868467;-4.7308743;MARIA TERESA LOPEZ ENCINAS;41.5868467, -4.7308743
"RESIDENCIA DE PERSONAS MAYORES ""HOSPITAL DE SAN LAZARO""";2023-03-10;PLAZA SANTA MARINA 3;47;47084;VALLADOLID;MAYORGA;47680;TIERRA DE CAMPOS - NORTE;983 751040;;470459;PATRONATO-HOSPITAL DE SAN LAZARO;;FUNDACIÓN;hslazaro.direccion@gmail.com;;PERSONAS MAYORES;Residencia;Mixta para válidos y asistidos;ASISTIDOS: 74, VÁLIDOS: 6;42.1643402;-5.2636182;ROSA ISABEL DEL CAMPO GARCÍA;42.1643402, -5.2636182
RESIDENCIA SANTO TORIBIO;2023-11-03;CALLE ONCE DE MARZO;47;47084;VALLADOLID;MAYORGA;47680;TIERRA DE CAMPOS - NORTE;983 752005;;470560;RESIDENCIA SANTO TORIBIO S.L.;;SOCIEDADES;pedrocaballeroriol@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 48;;;PEDRO CABALLERO RIOL;
CENTRO DE DIA CON UNIDAD DE ESTANCIAS DIURNAS NUESTRA SEÑORA DE FATIMA;2020-10-14;CALLE MODESTO LAFUENTE 3- E;47;47084;VALLADOLID;MAYORGA;47680;TIERRA DE CAMPOS - NORTE;679 875457;;470972;MARIA ODETTE FERREIRA MARQUES;;PERSONA FÍSICA-EMPRESA INDIVIDUAL;residenciafatimamavorga@hotmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 15;42.1632989;-5.2662916;MARIA ODETTE FERREIRA MÁRQUES;42.1632989, -5.2662916
RESIDENCIA ATENCION DISCAPACITADOS PSIQUICOS PRIMITIVO MIELGO RODRIGUEZ;2023-05-05;CALLE FEDERICO HERNANDEZ ROGADO 22;47;47085;VALLADOLID;MEDINA DEL CAMPO;47400;MEDINA DEL CAMPO;983 810635;983 804963;470561;AYUNTAMIENTO DE MEDINA DEL CAMPO;FUNDACIÓN PERSONAS;ADMINISTRACIÓN LOCAL;elena.bayon@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 20;41.3141864;-4.914936099999999;ELENA BAYÓN FERNÁNDEZ;41.3141864, -4.914936099999999
CENTRO DE DIA PERSONAS MAYORES DE MEDINA DEL CAMPO;2022-12-09;CALLE SAN MARTIN 20;47;47085;VALLADOLID;MEDINA DEL CAMPO;47400;MEDINA DEL CAMPO;983 410900;;470314;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.3095338;-4.917593500000001;;41.3095338, -4.917593500000001
RESIDENCIA DE MEDINA II;2021-03-18;CARRETERA OLMEDO S/N;47;47085;VALLADOLID;MEDINA DEL CAMPO;47400;MEDINA DEL CAMPO;983 812165;;470587;RESIDENCIA DE MEDINA S.L.;;SOCIEDADES;residenciamedina@hotmail.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 89;41.3126268;-4.9050647;JOSE MIGUEL JORGE MARTIN;41.3126268, -4.9050647
VIVIENDA TUTELADA MEDINA;2023-05-05;PLAZA SEGOVIA Nº 2 2º B;47;47085;VALLADOLID;MEDINA DEL CAMPO;47400;MEDINA DEL CAMPO;983 103932;;471585;FUNDACIÓN PERSONAS;;FUNDACIÓN;elena.bayon@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 7;41.3065836;-4.915358599999999;ELENA BAYÓN FERNÁNDEZ;41.3065836, -4.915358599999999
"CENTRO DE DIA DEL CENTRO RESIDENCIAL MUNICIPAL PARA P.M. ""SAN RAMON Y SAN LUIS"" DE MOJADOS";2023-06-08;CALLE CARRETAS. 6 BAJO;47;47090;VALLADOLID;MOJADOS;47250;PORTILLO;983 427100;;471143;AYUNTAMIENTO DE MOJADOS;CK SENIOR GESTIÓN, S.L;ADMINISTRACIÓN LOCAL;ayto.mojados@dip-valladolid.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 24;41.4332066;-4.662477;RAQUEL GARCÍA LÓPEZ;41.4332066, -4.662477
SANIDAD EL FONTAN;2026-02-17;PLAZA ORIENTE 22;47;47101;VALLADOLID;NAVA DEL REY;47500;NAVA DEL REY;983 850159;;470462;APRENDE A VIVIR NAVA DEL REY, S.L.;;SOCIEDADES;residencianavadelrey@aprendeavivir.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 115;41.33210277827932;-5.076844835507799;LARA ORTEGA ROBLES;41.33210277827932, -5.076844835507799
RESIDENCIA EL CABALLERO;2026-02-11;CAMINO ESTACION S/N;47;47104;VALLADOLID;OLMEDO;47410;OLMEDO;983 600481;983 600136;470652;GRUPO SERGESA, S.A.;;SOCIEDADES;s.olmedo@sergesa.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 69;41.2779288;-4.6786528;SERGIO ALHAMBRA HERRERO;41.2779288, -4.6786528
HOGAR DE PERSONAS MAYORES DE OLMEDO;2020-10-14;AVENIDA DIEZ DE OCTUBRE S/N.;47;47104;VALLADOLID;OLMEDO;47410;OLMEDO;983 600006;983 600981;470548;AYUNTAMIENTO DE OLMEDO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.2871159;-4.6848471;;41.2871159, -4.6848471
RESIDENCIA PARA LA PERSONAS MAYORES BETANIA;2024-02-12;CALLE CONSTITUCION 2;47;47112;VALLADOLID;PEDRAJAS DE SAN ESTEBAN;47430;ÍSCAR;983 605301;;470182;AYUNTAMIENTO DE PEDRAJAS DE SAN ESTEBAN;DOMUS AUREA SERVICIOS PARA EL HOGAR, S. L.;ADMINISTRACIÓN LOCAL;ALCALDIA@PEDRAJAS.ES;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 30;41.3402204;-4.5840868;CRISTINA GARCIA GARCIA;41.3402204, -4.5840868
RESIDENCIA SANTISIMA TRINIDAD;2024-05-08;AVENIDA RESIDENCIA S/N.;47;47114;VALLADOLID;PEÑAFIEL;47300;PEÑAFIEL;983 880051;;470471;FUNDACIÓN HOSPITAL ASILO DE LA SANTISIMA TRINIDAD;;FUNDACIÓN;direccion@residenciatrinidad.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 117;41.5895108;-4.1248972;LAURA RUIZ MARTÍN;41.5895108, -4.1248972
RESIDENCIA DE PERSONAS MAYORES SAN MILLAN;2023-03-10;CALLE VILLALAR, Nº 6;47;47129;VALLADOLID;QUINTANILLA DE ONESIMO;47350;PINODUERO;983 680572;;470178;FUNDACION SOCIAL SAN MILLAN;;FUNDACIÓN;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 44;41.6282493;-4.358658399999999;PABLO DE VEGA DIAZ;41.6282493, -4.358658399999999
VIVIENDA INTRAS VALLADOLID MIRAVETE;2025-06-14;CALLE MIRAVETE 17;47;47161;VALLADOLID;SIMANCAS;47130;CERCANÍAS 1;983 399633;;471900;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 1;41.5921429;-4.829655199999999;GUSTAVO MARTÍN VILLAREJO;41.5921429, -4.829655199999999
RESIDENCIA VILLA DEL TRATADO;2022-09-19;CALLE VISTA ALEGRE 36;47;47165;VALLADOLID;TORDESILLAS;47100;TORDESILLAS;983 796008;;470134;VILLA DEL TRATADO, S.L.;;SOCIEDADES;direccion@residenciavilladeltratado.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 96;41.5044501;-5.0060728;CARLOS MIGUEL MARTÍN GARCÍA;41.5044501, -5.0060728
HOGAR SAN FRANCISCO;2023-10-23;CALLE RAMON Y CAJAL 13;47;47175;VALLADOLID;TUDELA DE DUERO;47320;PINODUERO;983 520976;;470340;FUNDACION HOGAR SAN FRANCISCO PARA ANCIANOS;;FUNDACIÓN;residencia_sanfrancisco@yahoo.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 30;41.5855367;-4.5803775;Beatriz Aguilar Caballero;41.5855367, -4.5803775
"UNIDAD DE ESTANCIAS DIURNAS ""EL MIRADOR DEL DUERO""";2024-12-11;CARRETERA ALDEAMAYOR 4;47;47175;VALLADOLID;TUDELA DE DUERO;47320;PINODUERO;983 521850;;470676;GESTIÓN DE SISTEMAS PARA LA DEPENDENCIA, S.L.;;SOCIEDADES;direccion@elmiradordelduero.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 15;41.5783161;-4.5791795;CRISTINA PALOMO GARCÍA;41.5783161, -4.5791795
CENTRO RESIDENCIAL VALLADOLID;2021-01-12;AVENIDA SANTANDER KM. 5;47;47186;VALLADOLID;VALLADOLID;47011;VALLADOLID - BARRIO ESPAÑA - SAN PEDRO REGALADO;983 320142;;470521;REMUPE VALLADOLID S.L.;;SOCIEDADES;info@residenciaterceraedadvalladolid.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 56;41.6631853;-4.7148091;BASILIO PERTEAGUDO SANZ;41.6631853, -4.7148091
VIVIENDA INTRAS VALLADOLID XXI;2023-10-30;CALLE IMPERIAL Nº 6 1º D;47;47186;VALLADOLID;VALLADOLID;47003;VALLADOLID - CENTRO;983 399633;;471505;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 3;41.6581871;-4.728194;GUSTAVO MARTÍN VILLAREJO;41.6581871, -4.728194
VIVIENDA INTRAS VALLADOLID CISNE 6;2024-04-02;CALLE CISNE 6 2 J;47;47186;VALLADOLID;VALLADOLID;47012;VALLADOLID - PAJARILLOS BAJOS;983 399633;;471916;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 3;41.65066640000001;-4.7084569;PABLO GOMEZ CONEJO;41.65066640000001, -4.7084569
VIVIENDA INTRAS VALLADOLID XXXIII;2025-04-14;CALLE CONDE DE ARTECHE Nº 21;47;47186;VALLADOLID;VALLADOLID;47010;VALLADOLID - BARRIO ESPAÑA - SAN PEDRO REGALADO;983 399633;;471566;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 3;41.66539520000001;-4.7157722;GUSTAVO MARTÍN VILLAREJO;41.66539520000001, -4.7157722
VIVIENDA INTRAS VALLADOLID XX;2023-10-30;CALLE CISNE Nº 7 4º F;47;47186;VALLADOLID;VALLADOLID;47012;VALLADOLID - PAJARILLOS BAJOS;983 399633;;471504;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 3;41.6503068;-4.7091223;GUSTAVO MARTÍN VILLAREJO;41.6503068, -4.7091223
VIVIENDA INTRAS VALLADOLID XLII;2025-06-14;CALLE DARSENA  Nº 7 2º C;47;47186;VALLADOLID;VALLADOLID;47009;VALLADOLID - LA VICTORIA;983 399633;;471610;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 3;41.6630984;-4.7345842;GUSTAVO MARTÍN VILLAREJO;41.6630984, -4.7345842
VIVIENDA INTRAS VALLADOLID BAILARIN VICENTE ESCUDERO 30;;CALLE BAILARIN VICENTE ESCUDERO 30 1ºD;47;47186;VALLADOLID;VALLADOLID;47005;VALLADOLID - VADILLOS;983 399633;;471909;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 1;41.64753899999999;-4.714557999999999;PABLO GOMEZ CONEJO;41.64753899999999, -4.714557999999999
VIVIENDA INTRAS VALLADOLID I;2025-04-14;CALLE SALUD 5 1º A;47;47186;VALLADOLID;VALLADOLID;47012;VALLADOLID - PAJARILLOS BAJOS;983 399633;;471210;FUNDACION INTRAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;41.6462273;-4.7144166;GUSTAVO MARTÍN VILLAREJO;41.6462273, -4.7144166
VIVIENDA INTRAS PALACIO VALDÉS 8;2025-06-14;CALLE PALACIO VALDES 8 BAJO C;47;47186;VALLADOLID;VALLADOLID;47005;VALLADOLID - VADILLOS;983 399633;;471964;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 2;41.6516896;-4.712302999999999;PABLO GOMEZ CONEJO;41.6516896, -4.712302999999999
VIVIENDA INTRAS VALLADOLID LOPE DE RUEDA;2025-04-14;CALLE LOPE DE RUEDA 8 5ºB;47;47186;VALLADOLID;VALLADOLID;47010;VALLADOLID - RONDILLA- SANTA CLARA;983 399633;;471862;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 3;41.6604476;-4.7215728;GUSTAVO MARTÍN VILLAREJO;41.6604476, -4.7215728
CENTRO DE DIA PARA PERSONAS CON DISCAPACIDAD POR EMGYP;2024-10-15;CALLE VEINTE METROS 13-15;47;47186;VALLADOLID;VALLADOLID;47005;VALLADOLID - VADILLOS;983 399633;;471058;FUNDACION INTRAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 20;41.6482345;-4.7160728;EVA GALÁN IZQUIERDO;41.6482345, -4.7160728
VIVIENDA INTRAS VALLADOLID PADRE MANJON 81 (IV);2023-10-30;CALLE PADRE MANJON 81 2ºI;47;47186;VALLADOLID;VALLADOLID;47013;VALLADOLID - DELICIAS - CANTERAC;983 399633;;471857;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 1;41.6379508;-4.7198916;GUSTAVO MARTÍN VILLAREJO;41.6379508, -4.7198916
VIVIENDA INTRAS VALLADOLID LVIII;2025-04-14;CALLE DEL HOSPITAL MILITAR Nº 23 B, 7º LL;47;47186;VALLADOLID;VALLADOLID;47007;VALLADOLID - CAMPO GRANDE;983 399633;;471628;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 2;;;GUSTAVO MARTÍN VILLAREJO;
VIVIENDA INTRAS JUAN DE AUSTRIA 1;2025-02-18;PASEO JUAN DE AUSTRIA 1 BJ DCHA;47;47186;VALLADOLID;VALLADOLID;47006;VALLADOLID - SUR - JUAN DE AUSTRIA;983 399633;983 648563639;471926;FUNDACION INTRAS;;FUNDACIÓN;vrm@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 3;;;PABLO GOMEZ CONEJO;
VIVIENDA INTRAS VALLADOLID XLVII;2025-06-14;CALLE MARIANO DE LOS COBOS 81;47;47186;VALLADOLID;VALLADOLID;47014;VALLADOLID - PARQUESOL;983 399633;;471589;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;41.6367195;-4.750304499999999;GUSTAVO MARTÍN VILLAREJO;41.6367195, -4.750304499999999
VIVIENDA INTRAS VALLADOLID XI;2025-06-14;CALLE PERAL Nº 4 6º D;47;47186;VALLADOLID;VALLADOLID;47007;VALLADOLID - SUR - JUAN DE AUSTRIA;983 399633;;471447;FUNDACION INTRAS;;FUNDACIÓN;gmv@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 3;41.6399544;-4.735295199999999;GUSTAVO MARTÍN VILLAREJO;41.6399544, -4.735295199999999
"R.A.S.A.M. ""NTRA. SRA. DEL PERPETUO SOCORRO""";2025-10-03;CALLE REINA LEONOR S/N;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 205975;947 695024279;090288;CLINICA MADRID, SA;;SOCIEDADES;residenciaburgos@clinicamadrid.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 87;42.3375655;-3.7169732;JESUS ALONSO CABEZAS;42.3375655, -3.7169732
"CENTRO DE DIA ""PARQUE EUROPA""";2024-02-20;CALLE EUROPA 7;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 206628;947 619770091;090275;CEDIPARK S.L.;;SOCIEDADES;mj.moneo@hotmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 22;42.3290954;-3.6994707;MARIA JOSE MARINA MONEO;42.3290954, -3.6994707
PISO DE ACOGIDA;2025-12-23;CALLE PADRE SILVERIO 3 2ºA;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 268620;;091654;ACCEM;;ASOCIACIÓN;burgos@accem.es;;INCLUSIÓN SOCIAL;Vivienda;Vivienda para personas en situación de vulnerabilidad;MIXTO: 6;42.3357904;-3.7051369;ENRIQUE BARBERO RODRIGUEZ;42.3357904, -3.7051369
RESIDENCIA PERSONAS MAYORES PARRALILLOS;2024-05-08;CALLE CONDES DE BERBERANA 6-8;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 461730;;090498;RESIDENCIA PARRALILLOS, S.L.;;SOCIEDADES;direccion@residenciaparralillos.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 65;42.3379182;-3.725106;BEATRIZ DE HOYOS GARCIA;42.3379182, -3.725106
RESIDENCIA SAN AGUSTÍN;2025-06-02;PLAZA SAN AGUSTIN S/N;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 208176;947 947264320;090357;DIPUTACIÓN PROVINCIAL DE BURGOS;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 99;42.3330366;-3.7019826;CARLOS CARAZO PEREZ;42.3330366, -3.7019826
"RESIDENCIA ASISTIDA DE PERSONAS MAYORES  ""FUENTES BLANCAS"" (DIPUTACIÓN PROVINCIAL DE BURGOS)";2022-11-09;PARAJE FUENTES BLANCAS S/N;09;09059;BURGOS;BURGOS;09193;BURGOS - CAPISCOL;947 483466;;090425;DIPUTACIÓN PROVINCIAL DE BURGOS;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 150;42.33882371961874;-3.633042416801444;JOSE MARIA MOVILLA LOBO;42.33882371961874, -3.633042416801444
CENTRO DE DÍA ASISTENCIAL CONDESTABLE;2024-04-25;CALLE ARLES 26;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 463048;;090571;EULEN SERVICIOS SOCIOSANITARIOS S.A.;;SOCIEDADES;condestable@eulen.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 40;42.3414894;-3.7358527;Mª DEL PILAR PÁRAMO RICO;42.3414894, -3.7358527
CENTRO DE DIA PARA MAYORES ROCAMADOR;2023-03-03;CALLE HORNILLOS 5;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 462563;;090540;PLAZA DE ROCAMADOR S.L.L.;;SOCIEDADES;info@rocamador.org;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 40;42.3408747;-3.699731;María Rosa Angulo Briones;42.3408747, -3.699731
VIVIENDA-HOGAR ASPANIAS PUENTESAUCO VIVIENDA C;2025-08-14;CALLE CONDESA MENCIA 150;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 239751;;090431;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 7;42.3608884;-3.6760361;OSCAR GARCIA MORENO;42.3608884, -3.6760361
MODULO RESIDENCIAL ASPANIAS PUENTESAUCO E;2025-12-14;CALLE CONDESA MENCIA 150;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 239751;;090347;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 21;42.3608884;-3.6760361;OSCAR GARCIA MORENO;42.3608884, -3.6760361
CENTRO OCUPACIONAL PUENTESAUCO;2026-03-14;CALLE CONDESA MENCIA 150;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 229958;;090432;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 100;42.3608884;-3.6760361;OSCAR GARCIA MORENO;42.3608884, -3.6760361
VIVIENDA-HOGAR LA HERRADURA A;2025-08-14;AVENIDA CASTILLA Y LEON 23 1º A;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 225097;;090038;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 8;42.347797859074475;-3.6824399308120834;ANA GARCIA BARRIOS;42.347797859074475, -3.6824399308120834
VIVIENDA HOGAR ASPANIAS MARIA CRUZ EBRO B;2026-03-14;PLAZA DE MARIA CRUZ EBRO 6;09;09059;BURGOS;BURGOS;09006;BURGOS - CAPISCOL;947 238562;;090327;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;42.35318497279253;-3.681903725300624;ANA GARCIA BARRIOS;42.35318497279253, -3.681903725300624
VIVIENDA HOGAR VALDEMORO II;2025-07-14;CALLE VALDEMORO 1 1º A;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO DE LA FUENTE;947 238562;;090701;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;fundacion@aspaniasburgos.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 6;42.3456893;-3.7218157;ANA GARCIA BARRIOS;42.3456893, -3.7218157
VIVIENDA HOGAR ASPANIAS MARIA CRUZ EBRO A;2025-07-10;PLAZA DE MARIA CRUZ EBRO 6 BAJO A;09;09059;BURGOS;BURGOS;09006;BURGOS - CAPISCOL;947 238562;;090326;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;;;ANA GARCIA BARRIOS;
VIVIENDA HOGAR MODESTO CIRUELOS III;2026-03-14;CALLE MODESTO CIRUELOS 4 4-C;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO DE LA FUENTE;947 238562;;090645;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;fundacion@aspaniasburgos.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;42.34959544916165;-3.7348948006652027;ANA GARCIA BARRIOS;42.34959544916165, -3.7348948006652027
CENTRO DE ATENCION INTEGRAL PARA PERSONAS CON DISCAPACIDAD INTELECTUAL(RESIDENCIA FUENTECILLAS);2026-03-14;CALLE MARIANA PINEDA S/N.MARIANA PINEDA, S/N.;09;09059;BURGOS;BURGOS;09003;BURGOS - SAN PEDRO DE LA FUENTE;947 238562;;090620;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;aspanias@ceapscyl.org;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 50;;;LAURA VILLA SANTAMARIA;
VIVIENDA HOGAR MODESTO CIRUELOS I;2026-02-14;CALLE MODESTO CIRUELOS 4 4-A;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO DE LA FUENTE;974 238562;;090644;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;fundacion@aspaniasburgos.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;42.34959544916165;-3.7348948006652027;ANA GARCIA BARRIOS;42.34959544916165, -3.7348948006652027
VIVIENDA SUPERVISADA CONDESA MENCIA;2025-08-14;CALLE CONDESA MENCIA 118 4ºC;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 229958;;090776;FUNDACIÓN ASPANIAS BURGOS;;FUNDACIÓN;fundacion@aspaniasburgos.com;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 6;42.3589538319053;-3.681409165919374;ANA GARCIA BARRIOS;42.3589538319053, -3.681409165919374
